"","neon_region","year","month","pdsi_wt","temp_wt","dpt_wt","vpd_wt","prec_wt","soil_wt"
"23",1,2006,11,2.53701073156995,7.12054375723383,2.5933393326988,6.28011453115265,111.577069646627,32.1929919116147
"24",1,2006,12,2.78499743091359,2.97741477551541,-2.39711264542684,5.11823865160887,69.3163225839117,32.0457686807299
"25",1,2007,1,2.68414330082792,-0.388750965838825,-5.72101392540007,3.9501405008275,89.5718073141082,31.889513672695
"26",1,2007,2,2.38589335463371,-5.4527264717697,-12.3971722093001,3.21774245009467,59.3672566571691,31.609828332265
"27",1,2007,3,2.08848884981152,1.9278249260997,-5.59483207116573,6.76990216007041,118.025804659182,33.0414477845818
"28",1,2007,4,2.14056203689976,6.92745776740023,-0.370736575304972,9.01506602422154,191.041330452935,31.9035911171845
"29",1,2007,5,2.4045554285462,15.309903206102,5.94539039244677,18.1856922315772,55.1821514933431,29.1611514719682
"30",1,2007,6,1.8046181711449,19.8786737671325,13.1751031624751,18.6005578309,86.6573078780873,27.8183965538555
"31",1,2007,7,1.07911402729473,21.4481812286859,15.048029513302,18.9143094185742,116.505946035189,26.0898975254305
"32",1,2007,8,0.601915339692969,21.6184610896115,15.606539805003,19.0740446267544,88.5670343286516,24.0150440271206
"33",1,2007,9,-0.282465099751366,18.4917416811909,12.3095891784989,17.1460636244067,54.8960119475272,22.2694045185574
"34",1,2007,10,-1.14746803588686,14.7433649788779,9.69251741466239,11.3024500440591,107.071640009333,23.4784808221762
"35",1,2007,11,-1.54340477232237,4.63113741061287,-0.722757793912678,5.75774867415542,94.7724631294716,26.2436297153855
"36",1,2007,12,-1.70400218606835,-0.744975011996874,-5.08092906327842,3.07864267970368,137.15498159367,30.259683922574
"37",1,2008,1,-0.998694433183164,-1.95747448478368,-6.8814580662325,3.66206416979634,56.6012018237137,33.4261878058171
"38",1,2008,2,-0.254672581300926,-2.65706022963665,-6.87360712583599,2.82165792951125,162.633191127101,35.7201149548926
"39",1,2008,3,1.58891579076616,0.726978917161085,-5.63349240069037,5.15367858894904,135.761069921779,35.2163741747315
"40",1,2008,4,1.88913791519098,9.87786210277692,1.50155464600073,12.6925834944375,80.0700761323472,32.334464553882
"41",1,2008,5,1.41058144002735,12.1335960304658,4.6430164529839,13.5461086060479,72.7634436548465,30.710270913294
"42",1,2008,6,0.86337953105628,20.1817223022858,14.4441669426992,17.7501647642276,110.703905870038,29.0303678960942
"43",1,2008,7,0.504447035125446,22.0340209991107,16.3890710365655,18.9374915823809,136.543435409278,28.1440715847392
"44",1,2008,8,0.829736630495971,19.5336645057115,14.0991268615129,16.7819223564052,87.252371655388,27.0565126123494
"45",1,2008,9,0.786652436590666,17.2300266105749,12.4335666345322,13.9423848809816,135.302146933764,26.6812488075554
"46",1,2008,10,0.747975575570934,9.35459028872272,4.00039521371719,9.5760595262912,92.7625499132963,27.1809606874367
"47",1,2008,11,0.550698349063752,4.05941126635665,-0.641840810248437,5.22081957632315,71.9684583515621,29.221681613366
"48",1,2008,12,0.698055404609625,-0.987696987383742,-5.18962472761349,3.31505694548544,160.467668709631,33.2213037194529
"49",1,2009,1,1.23691978955069,-6.38388060100917,-11.3239158064395,2.64534001477766,80.936600447976,33.7979387618198
"50",1,2009,2,0.932215401408661,-1.60675959960924,-7.62892788798419,4.44272084497364,36.9650496955076,33.7083752257298
"51",1,2009,3,0.305457653282504,2.55160481837888,-4.81065606446087,6.66323308601578,62.5662855198021,31.555149316963
"52",1,2009,4,-0.169045953264714,9.47302069133105,0.901744206533822,12.7220976555745,86.2715287927732,30.6943710816166
"53",1,2009,5,-0.453807084625261,14.4613316622833,7.71131243329828,13.6632763130257,111.013474548119,29.6128345607791
"54",1,2009,6,-0.478596710595308,18.0201990802053,13.1379029953138,12.6677037012143,152.899374465101,30.3626560075695
"55",1,2009,7,0.461276798542715,20.085226731644,14.816420704291,15.8122328630324,166.184694314937,30.0888404084934
"56",1,2009,8,1.41908644732668,21.892034843221,17.1207405418081,16.5590288915048,142.690264313617,29.7328147820379
"57",1,2009,9,1.72405368084004,16.385458701525,11.5058058478966,12.8555456365758,61.5060200772285,27.8896587987981
"58",1,2009,10,1.53485049006506,9.55628181434602,5.02172603831637,7.77890187624427,132.542206042238,29.3183254692547
"59",1,2009,11,1.6141216648533,7.66560067686088,2.67477222258603,6.75962499271373,58.736832153038,29.5448950563655
"60",1,2009,12,1.62399047587961,-1.22094963016116,-6.39089500991532,3.51159265946955,132.582474283943,31.9123185621894
"61",1,2010,1,1.46685833122296,-4.007548261679,-8.12799498264054,2.65191911965423,81.8276791303117,36.9158959048877
"62",1,2010,2,1.41855845815556,-3.3621222223444,-7.85088983411801,2.99560999142325,84.4223425523592,37.5179425143027
"63",1,2010,3,1.46416909321092,4.81578283445002,-1.93167491192548,7.78528461228509,158.217608786516,37.3259073100552
"64",1,2010,4,1.52303528473874,10.6306662506513,1.99502946603287,14.5222136379561,62.8410023649208,35.1330156969044
"65",1,2010,5,1.0298566879839,15.7058649695426,8.85958520842489,16.4798667279532,82.8135364124787,33.6622166050826
"66",1,2010,6,0.719286185050766,20.0047489845357,14.9553089353121,16.7128750689209,107.978177160807,32.0994549927272
"67",1,2010,7,0.45960356774146,22.7368882004808,16.6282165332638,22.6091408633647,107.721506024768,29.4516769528694
"68",1,2010,8,-0.0283030775622644,21.0217893942432,15.7508895099002,18.5364462326507,94.3726053603262,27.9315745410992
"69",1,2010,9,-0.58737473426674,17.3385187508587,11.9070640866476,16.6617350230155,67.9654896430013,24.9009514449967
"70",1,2010,10,-0.496788699973939,10.2976128590247,5.50264563993926,9.6734792269643,179.211669725245,30.5524394462528
"71",1,2010,11,-0.196824370256193,4.17969104337318,-0.925714333309928,6.18039109223042,82.8959668571598,31.5993310684058
"72",1,2010,12,-0.0409284659843029,-3.75846434395434,-7.66084198856191,2.52921507028311,101.009258276162,34.7405497369205
"73",1,2011,1,-0.809676761927376,-5.75673740479917,-9.32326261516078,2.47547132641425,63.5841331489633,32.9075767692289
"74",1,2011,2,-0.73532700707034,-3.30737601510653,-8.88636010455387,4.10984152983079,98.8904159588038,36.9775699704599
"75",1,2011,3,0.39784423527977,1.64528821347234,-4.59580025089982,5.47734049703442,152.265919249698,35.7505493282274
"76",1,2011,4,1.54306214422383,9.08274838688881,3.5061536474492,8.86826927577525,188.894864438293,34.6319999453527
"77",1,2011,5,2.34747433674041,15.5523199155351,10.2478689606606,12.2971481427023,142.724578035804,33.5154857803778
"78",1,2011,6,2.54218273078267,19.4882017348007,13.9536048702133,16.498977928981,110.93149298354,32.2484597668512
"79",1,2011,7,2.34208585435126,23.1188878360157,16.6915301217792,23.3484047706768,79.7494248676837,29.6136760543721
"80",1,2011,8,1.96763810588301,20.771875987817,16.0798673175641,16.5842818132789,241.375544944587,30.2134625407302
"81",1,2011,9,3.17790289370667,18.1044077373964,14.703508292099,10.5424192424768,250.280816041881,33.0236508257572
"82",1,2011,10,4.26618123089161,10.7635739280938,6.20684446847569,8.9335196205343,140.779434372675,33.6569652808304
"83",1,2011,11,4.39598936469931,6.90112158444092,1.72214994938251,7.569672048831,95.3335572083453,33.4645905128148
"84",1,2011,12,4.26868687166694,1.50807106627892,-2.65704259014783,4.11498523216192,103.843249367393,34.799221233001
"85",1,2012,1,3.97847797622065,-2.25319457366537,-5.93334390619961,3.18970343254103,84.2694553074144,39.4664280879279
"86",1,2012,2,3.63310288921898,-0.127819196432402,-5.03794996877588,4.50506608942911,33.8454339308186,39.3411609465026
"87",1,2012,3,2.92762954390023,7.69547725833473,1.15161313466538,10.636779887221,62.4425433886501,38.6803523996324
"88",1,2012,4,1.98388116575109,7.47679194429141,-0.580810158027082,11.1098030050317,52.626715688177,36.3754573376347
"89",1,2012,5,1.46534972203918,16.9370355564092,10.927029147244,16.1457708746468,130.11904831444,35.8071620036202
"90",1,2012,6,1.1097835210553,18.3038282849653,12.370328012555,17.7393273452176,66.8662300723673,33.4294698760335
"91",1,2012,7,-0.262885707491378,22.3697949464615,16.5314188218253,21.9562551029039,122.480890393351,29.8766305081375
"92",1,2012,8,-0.709256513945163,20.0273198360028,15.0506552022736,18.0686027162897,89.9579621397282,28.4493962241606
"93",1,2012,9,-1.07324428090162,15.6788456818753,11.4144813473317,13.3381163805152,141.806371602074,27.486762967725
"94",1,2012,10,-1.06409686067099,10.4339421008642,6.51417324580173,8.36508292527438,138.721130581773,28.8222478900804
"95",1,2012,11,-0.961329819263016,2.45725180994101,-2.93058044841256,5.81828442482173,24.1972222885148,31.6615799496896
"96",1,2012,12,-1.39909144658934,1.08524442793209,-1.74004309499142,3.20445887748777,140.392873422334,34.5956028806731
"97",1,2013,1,-1.68067367910305,-2.3996589013568,-6.84458504864518,3.30021036533365,61.9945665196272,32.6552615077117
"98",1,2013,2,-1.8095312324301,-2.7995444571377,-7.67621722838682,3.26212084156673,70.2649253092409,33.9749543889823
"99",1,2013,3,-1.80999421189789,0.965170619725159,-5.08313003102674,4.8977753908807,61.6608648228854,33.5386451582869
"100",1,2013,4,-1.8810504271423,8.53567076837391,0.205804389607959,10.7028983234372,72.2239484752582,31.9434072828733
"101",1,2013,5,-2.11207206986098,14.8955259755242,7.85777579419115,14.6860918016479,111.65378542097,30.6188350331722
"102",1,2013,6,-1.67833068974129,19.6033875220404,14.1983491387033,16.0358065479651,192.935357693272,31.5546986116392
"103",1,2013,7,-0.42195411591225,23.1796544328651,18.3002400553191,17.3111523219312,123.009455001329,30.7477928670943
"104",1,2013,8,0.0793317120604956,20.1060904384911,14.9762556154614,16.2452569921453,100.322960345227,28.6118884791238
"105",1,2013,9,0.18991152787565,16.2042470023877,11.2638017745303,13.5308635855854,78.6026777146857,26.7162625296488
"106",1,2013,10,-0.16201562283885,11.7558266071609,6.59775155901825,10.232968690451,56.3332839857715,25.3057153746425
"107",1,2013,11,-0.934505548301982,3.3280548405013,-2.84053187790781,5.99065902289714,93.3644278139842,26.149534568083
"108",1,2013,12,-1.31668075167519,-1.25665264638558,-5.04197144345153,3.10852558922264,103.245926633565,31.9008474333931
"109",1,2014,1,-1.19401791267028,-6.47230357566433,-11.1245159891751,2.52896172389531,76.9740803648859,31.6917298495823
"110",1,2014,2,-0.862347858551174,-5.08988427891263,-9.88582979826593,3.28025278951867,102.603956419481,33.1241266520437
"111",1,2014,3,-0.607867371961396,-1.90595215723408,-9.0108036154568,4.9349971002233,85.6140485072012,31.8811015707049
"112",1,2014,4,-0.54825321298136,8.16656487619952,-0.0984712540403255,10.8984738165432,92.9390837138828,31.3323937266378
"113",1,2014,5,-0.148487284140558,14.593042474558,7.97685177118802,13.7692787340539,131.537582561424,30.2551895129695
"114",1,2014,6,0.112547674156915,19.4157728158482,13.5122696982866,16.8103573037882,104.370860011266,28.7187233411972
"115",1,2014,7,0.4369774737019,21.1579995870349,15.7595360160537,17.2830524696504,142.222544738801,27.5905678927028
"116",1,2014,8,0.650291758991958,19.6393701387296,14.4634777945088,16.358051176352,85.866710200104,26.1092379716069
"117",1,2014,9,0.468152299563782,17.0613945076919,12.2649830124905,14.1016516093958,41.5182947805444,22.7310254159397
"118",1,2014,10,-0.280214933703295,11.8483224308638,7.45445750660566,8.97563137048659,114.893327024002,24.0963434826457
"119",1,2014,11,-0.637014539705478,3.0661166550121,-2.67768411011621,5.85766178482055,89.7834296927068,25.5155229608042
"120",1,2014,12,-0.792685667784698,1.26135296030282,-2.39707251852576,3.11457826937696,104.855924178192,29.6703197522864
"121",1,2015,1,-0.608237077506616,-6.83933206258898,-11.204465152031,2.4725329173059,73.2408359720658,32.5434983050902
"122",1,2015,2,-0.56720797685682,-10.7531855461694,-15.1938815627962,2.12961509020595,57.8688861504141,34.6257040231671
"123",1,2015,3,-0.526962455517654,-2.18587967996671,-8.04825422304192,4.39992570666139,67.2538944347455,34.9625808466965
"124",1,2015,4,-0.677348352586772,7.40141164966608,-0.0606677827301635,10.2098863942524,88.7030429656924,32.3056089535964
"125",1,2015,5,-1.13022008419113,16.639109252855,8.88656585965954,18.057275898861,50.5514794740213,28.3081222378929
"126",1,2015,6,-1.37602054265515,18.0390139332439,13.6682576214318,12.966494081056,201.63853157699,30.4318552710264
"127",1,2015,7,-0.369649498329901,20.7079545831097,15.8378051062646,16.979561535137,112.159156564442,29.6850601896308
"128",1,2015,8,-0.281743862346579,20.3202438222789,15.1636271683228,17.8293118694788,80.2608702670196,25.6786629533648
"129",1,2015,9,-0.735691198414684,18.5505154674095,13.5580303417935,16.8046423991078,107.691157141063,24.1414885836498
"130",1,2015,10,-1.02787810607548,9.39579768270772,4.58856600180291,8.80337060513416,104.883686067175,27.0940289583749
"131",1,2015,11,-1.24445771099026,6.46986958032594,1.41564950883527,7.52281680971152,54.1159972542984,28.224556284076
"132",1,2015,12,-1.71306209439116,4.65863097072962,1.54471919893971,4.13984702131241,114.823408682091,30.7171566087735
"133",1,2016,1,-1.86868920256469,-3.19053099593265,-8.30854258779375,3.39790632344005,64.7634865469633,31.4508705847691
"134",1,2016,2,-1.73573861395217,-0.767817131988131,-6.20055141561808,4.59820605045774,108.736129637521,32.8498670276964
"135",1,2016,3,-1.51808757545658,5.62788511705284,-1.56104809303706,8.72787973840519,55.0087250967214,32.0008200148944
"136",1,2016,4,-1.83429424253718,8.13567762297425,-0.769885099389215,11.7093320282989,66.0002882439885,30.5886684026489
"137",1,2016,5,-2.01865537043329,14.3184561886662,7.69920283131517,14.1869695659516,86.8830103060105,29.5687522497753
"138",1,2016,6,-2.24712741314229,19.635885203777,12.4180069021312,19.3604504810348,78.1480102124327,25.8207903054772
"139",1,2016,7,-2.70751339233489,22.9452138100557,16.390819686195,22.4169804473358,101.647967988821,22.2323548581976
"140",1,2016,8,-2.91212618494127,23.2141724612816,17.7430186759854,19.7199400080573,105.047454909848,22.4099849831657
"141",1,2016,9,-2.91404486753899,19.1429090054526,13.706807612007,17.1545734287848,74.9206855038197,19.076416398484
"142",1,2016,10,-3.084474908032,12.0423392410406,7.74675426694347,9.42998896783994,111.477541902094,22.137447906977
"143",1,2016,11,-3.06049548940869,6.09768689230886,0.815377589122498,7.33824209952693,56.8735943413801,23.9175600394194
"144",1,2016,12,-3.21031579000569,-0.348043741892331,-4.70735873250951,3.27203416575612,99.7947622018782,29.5743273533169
"145",1,2017,1,-3.63855136540765,-0.733302856858343,-4.47754838205368,3.10656040059754,95.4232105108921,30.4892182463726
"146",1,2017,2,-3.38846310073424,0.762168346735796,-4.83619287362983,5.58355335094141,69.6636918744982,31.2175580048631
"147",1,2017,3,-3.20250042813989,0.154382402160833,-6.75544022230287,5.37358717119993,98.352122480828,30.5128916246004
"148",1,2017,4,-2.5115753010773,10.7348643189965,4.11954610823271,11.9904579689185,131.065357368238,30.9503354902845
"149",1,2017,5,-1.79939056098351,13.3472538830545,7.69302442451743,11.7662985035966,146.446657794229,30.6523642566439
"150",1,2017,6,-1.18363896297017,19.0557990684764,13.1211783446075,17.5168979023962,117.286581257391,29.6226437632153
"151",1,2017,7,-0.614895265110193,21.4225230818154,16.4915164819712,16.834532670258,132.097725738571,29.3229711314499
"152",1,2017,8,-0.0856815121256306,19.8577987164909,14.8993431531294,16.6707901038608,88.5984949540158,27.6287934722844
"153",1,2017,9,0.0317206990227762,18.086004735568,13.4721985620363,14.9316581062446,62.2244414270593,25.5683157780542
"154",1,2017,10,-0.468435126365028,13.7799755237979,9.24002218944569,11.2017060464558,141.022633971358,24.9195003141312
"155",1,2017,11,-0.598536254632008,3.85578264533124,-1.091624576924,5.65720689757581,55.8541206315352,28.8687137102647
"156",1,2017,12,-0.786856097027442,-2.99143673290801,-7.42492028296909,3.19861406565499,61.3834687305515,29.3215021380999
"157",1,2018,1,2.11387431386571,-11.5116584489744,-12.7677387118236,1.38949923693726,103.63591679972,45.5021424114377
"158",1,2018,2,2.89546844138315,-5.6347795632851,-8.30996563279351,2.49829726031139,44.4292167881279,44.361175362532
"159",1,2018,3,2.58649904770053,-4.63973924081282,-7.65557464394621,2.55894074044207,30.9617667372945,43.7316688906436
"160",1,2018,4,2.36070302506016,0.294706449003496,-4.39067400100081,4.83870953770975,97.6137622793563,43.9223276798431
"161",1,2018,5,2.67176672620891,14.3543914737494,6.77128814350411,16.9672059384567,58.2331848392673,41.1109450794175
"162",1,2018,6,1.93113792856768,15.4185743953613,10.483355084143,14.076351637855,99.8837067102484,38.827213157684
"163",1,2018,7,0.884191201657734,19.9113649190414,14.4550652500799,20.1808617123216,99.0819233682231,35.8576147822336
"164",1,2018,8,0.153444640701871,19.0534295800282,15.7991355923267,13.2279823517361,107.624982076726,35.5805497245994
"165",1,2018,9,0.166554677083585,15.1417029110951,11.9532775843602,11.4899524159903,121.615618754914,35.8619240196636
"166",1,2018,10,0.582359228254597,5.14995030810851,2.88039580313785,3.9360412951193,139.00655150005,39.2760361895626
"167",1,2018,11,1.33385121942449,-3.76071497992301,-4.79362536150227,0.927975241613002,138.029531136665,43.1986748860067
"168",1,2018,12,2.04001117993637,-6.43334786492077,-7.29734286244336,1.08698453288385,37.7894619484597,44.1389939217906
"169",1,2019,1,4.78000483305575,-3.30339621958825,-8.11298462737174,3.00104545301845,131.445388838035,34.2723525246976
"170",1,2019,2,4.92144501777969,-1.76615840789467,-7.16336914515218,3.96025226662436,87.7363909544331,34.9295291710211
"171",1,2019,3,4.69035480878908,1.15525966269802,-5.97348511720316,6.21786981831926,76.9808010121065,33.3704652382313
"172",1,2019,4,4.12095346931484,9.6845307283817,2.93738170622556,9.65472550048695,135.024265314704,31.8150794084588
"173",1,2019,5,4.30568180857153,14.6098166852556,9.34718330261761,11.6836440949409,160.380603049695,31.225851726044
"174",1,2019,6,4.53735850389847,19.0277839500942,13.1950450429462,16.089823902735,139.636842559594,30.594238446556
"175",1,2019,7,4.64364794200984,23.451741531205,17.8878032644341,20.1442752315925,141.266793165741,29.1977538797731
"176",1,2019,8,4.63477650258657,21.3679727047539,16.1831122770815,17.632561569473,101.89346719419,27.2884078001694
"177",1,2019,9,4.30116489748339,18.0655371724375,12.8785382234329,15.4380821179147,52.3009393890295,24.9643785418639
"178",1,2019,10,3.5458239172077,12.0931553617357,7.70946871973203,9.19706423276166,152.356793713963,25.2211708085954
"179",1,2019,11,3.36317071053125,2.95064462391402,-2.32610643552857,5.28853147076818,85.1286467722886,28.4766929445289
"180",1,2019,12,3.40872429322854,-0.0296911363015113,-3.73184452980201,3.26890911637341,132.249105323191,31.1966682204331
"181",1,2020,1,3.7664347505145,0.677246964073163,-4.01726257324673,4.06776199809944,67.3613041992041,32.174055956827
"182",1,2020,2,3.28782571645704,1.01458933605431,-4.44641099627043,4.53671710788708,80.1503812708795,33.1143467740025
"183",1,2020,3,2.75223155898425,5.70138614986409,-0.902494329332652,7.59611282051043,103.715303771323,32.4442287016237
"184",1,2020,4,2.53881777622365,7.4476034225194,0.362369738405317,8.62030516944089,113.525417645052,32.4950174362671
"185",1,2020,5,2.67501474547421,14.0046529845738,6.68195489019183,13.3378850636927,90.2246149586328,31.2981928492744
"186",1,2020,6,2.18748607747881,20.3221809391374,13.686944100733,19.0504288213029,68.0865124993094,28.1952247718552
"187",1,2020,7,1.40702715112081,24.5613907554767,18.6227291177789,22.5273106503571,120.532675001129,26.3011500487805
"188",1,2020,8,1.00790470079615,22.8404727511429,17.1795042102734,19.6835615245426,128.903656421253,24.4601800473464
"189",1,2020,9,0.543699192009968,17.7933187408116,12.615814353717,14.1387849857284,78.1268757007567,21.8427294530352
"190",1,2020,10,-0.225693800943026,11.994175267113,7.93855893759229,8.83957967396273,110.489357117411,23.9579864297798
"191",1,2020,11,-0.455781594078694,7.71264574171347,1.86838325707823,8.62507995152054,74.0332786521632,27.4286935037045
"192",1,2020,12,-0.443715470267084,0.915694131840733,-3.23818917814262,3.59156544997717,146.342625691406,30.1673127786633
"193",1,2021,1,-1.60901081580366,-2.25255242463727,-6.16691104508645,2.68947162435749,53.819374807479,31.9315130186766
"194",1,2021,2,-1.60790093762768,-3.6492759345698,-7.92086280187179,3.01024060319586,83.132748899243,33.3328876207132
"195",1,2021,3,-1.58408139351371,3.62494381799173,-4.5400182477041,8.57063088902705,69.0138758339139,32.0127340971816
"196",1,2021,4,-1.98210708603725,8.8879109190452,1.56619925529013,10.5456859318646,81.8621616760664,30.6367518005064
"197",1,2021,5,-1.92312772422017,13.6532402737655,6.25641183232479,14.9918908824862,117.607976246395,29.8838517059422
"198",1,2021,6,-1.85627334977751,20.2145157432993,14.6237715484615,17.7039508371908,78.0328249222335,28.5020595949754
"199",1,2021,7,-1.19598078238807,21.2086802604047,17.1648316211762,14.942660349074,213.547844738639,29.7442216789928
"200",1,2021,8,0.198179140314472,22.3152818566218,18.0776983194235,15.8131414659769,152.901273563838,28.3215669728422
"201",1,2021,9,1.63417925135466,17.7070754678683,14.0004105826304,12.0252038287162,192.978806735422,30.185493267364
"202",1,2021,10,2.30718290620889,13.5597421908094,10.5065678908729,8.19431772962197,151.276095172975,30.17348411436
"203",1,2021,11,2.72897949381736,3.95955699356424,-0.959384318902226,6.35097224489475,61.9569100747518,31.174921906915
"204",1,2021,12,2.55120445226768,2.23375681818062,-2.39577058071782,4.36681412923141,71.6604137737419,31.7662497995998
"205",1,2022,1,1.3852525315877,-6.67745614368137,-10.6586009509719,2.50360167167872,62.3642172971409,33.9318211938322
"206",1,2022,2,1.49162018097654,-2.71571216713835,-7.40832982178653,4.01861341851062,119.045373161787,36.6544474608441
"207",1,2022,3,1.64737340577409,2.70257713927258,-3.55278971069605,6.81995043025693,69.9302460859707,34.7396198045684
"208",1,2022,4,1.64865064330807,7.78111695337288,0.485250846929606,9.67608099152423,125.337840844034,34.2499312991824
"209",1,2022,5,1.78320853898235,15.5607314846547,8.44879284570176,15.3607465296568,109.973542483119,32.605071834236
"210",1,2022,6,1.53903093442912,18.7236905169557,12.4442893598499,17.6545224748979,98.6281792328409,30.4827698902704
"211",1,2022,7,0.930635029029228,22.1356011245513,15.905231504438,21.5045963398368,79.5020164091153,26.5380367035735
"212",1,2022,8,0.108114204218793,21.9541696909614,16.4154073517089,19.8234302095181,102.222196580833,24.3702240484137
"213",1,2022,9,0.016871901479658,16.5797008369747,12.7119185774872,11.6521641314566,140.409999500928,27.0919400635366
"214",1,2022,10,0.3428952119561,9.72083011470782,4.66272391608705,9.69129756692845,85.5890799365184,27.5939437517417
"215",1,2022,11,0.117197314192991,5.61886630181104,0.47984906895552,7.09452307068435,99.3563540609072,29.4863176921934
"216",1,2022,12,0.0448097506277937,-0.981184025661629,-4.89694240944546,3.34815803468378,109.416164905528,33.7783536608957
"217",1,2023,1,0.331578682518858,1.31042179553538,-1.5200051313408,2.88461745773442,132.511827548592,34.3205994634825
"218",1,2023,2,0.742915308721626,-0.0948276998408296,-5.95827492367689,5.41346784172607,44.7936814999082,33.2297807333632
"219",1,2023,3,0.372813921765589,2.28052307399902,-3.75238644919632,5.80785654189144,92.9013164203228,33.9357787578724
"220",1,2023,4,-0.00299611323569109,9.98635631769305,2.11742903499273,12.4599963445099,86.0177611107525,31.9658661442223
"221",1,2023,5,-0.234890014355794,13.1448579224591,4.99500514844745,15.8959513824569,71.0358424220925,30.4997856250016
"222",1,2023,6,-0.728844120086162,17.8369438679417,12.3812835965976,15.0951831282579,124.590116724238,28.8660851392629
"223",1,2023,7,-0.108300722412673,22.5561870996522,18.1811671154961,16.5324407536097,198.185352306705,30.3079360199533
"224",1,2023,8,1.27177209458941,20.1592209144458,15.8598513274144,13.994827578709,154.0547462952,29.6558236094823
"225",1,2023,9,1.99007923128008,17.6429521628207,13.6324747969951,12.5732970933634,105.514809357973,29.1498325347269
"226",1,2023,10,1.92970317143078,12.6771283323866,8.51258934342532,9.64800536803256,97.2710796584269,29.2705511545736
"227",1,2023,11,1.61786677106982,3.54945671356007,-1.7962345111062,6.16768390980513,65.271773626139,30.2882404511109
"228",1,2023,12,1.44469997807967,2.8409756168735,-0.573707197077273,3.62661638196426,150.637397208945,33.1677750380503
"229",1,2024,1,1.20920751980376,-3.36414551691445,-6.1790597375046,1.98312159991158,133.312732961042,38.2711411927747
"230",1,2024,2,1.55519937340215,-0.900802342674535,-5.6381511252646,4.742894654147,39.443660507805,37.7637767468496
"231",1,2024,3,1.22557135894836,2.707249384453,-2.48695519379734,5.94933683454637,97.4578721677915,37.986662733291
"232",1,2024,4,1.78411032919276,8.21716579845234,2.08068951744217,9.4100288292526,134.897648282896,38.1856171439976
"233",1,2024,5,2.03519646789086,15.9094245869461,10.6659974489112,14.1462076594274,115.534626419659,36.1550248546343
"234",1,2024,6,1.77459270324393,19.3467375538828,14.0308794690012,16.8860338035655,105.48573444076,33.7610586846628
"235",1,2024,7,1.5183785426152,21.9580873123881,16.6455152088598,19.3298471676862,107.883142500554,31.0898448458407
"236",1,2024,8,1.67607131822711,19.5712946017017,15.7612339076651,13.7754471698399,143.46217252572,31.1807566440929
"237",1,2024,9,1.84408220253356,16.9086687275317,12.5902110082665,13.9551439024226,70.6751799800651,27.7869043518105
"238",1,2024,10,1.02141708407102,9.87240276159565,5.03737706950335,10.8612823034862,52.5323282961426,27.1587325382049
